Waktu Update,Ticker,Broksum,Kategori,Valuasi,PER (x),PBV (x),Harga (Rp),Harga MA20,Support,Resistance,Change (%),Volume,Vol Breakout,RSI (14D),Momentum,MA Signal,MA Cross,MACD,"Trend MA (5,20,50)",Status Bandar,OBV Trend,Status Gap,Tekanan Bandar,Status BB,Risiko,Pola Candle,Posisi Entry,Likuiditas,Posisi VWAP,Kekuatan A/D,Kelas Transaksi,RVOL (Anomali Vol),Fase Siklus Bandar,Karakter Gorengan,Sinyal Cuci Barang,Streak Harian,Auto Trading Plan,Status Open,Risk/Reward Ratio,Status Stochastic,Status Sentimen,Kondisi Supply,Status Fibonacci,Total Score,Rekomendasi,Signal Quant,Score Quant,Alasan Sinyal,Status Akuisisi,Terakhir Update,Prediksi Machine Learning
10:22,AISA,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Undervalued (Murah),12.632696,0.93287235,119.0,118,111,127,-0.8333333333333334,1221400,Normal,54,Negatif,Uptrend,Golden Cross,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Turun 1 Hari Beruntun,TP: 125 | CL: 114,Open = High (Tekanan Jual),Menengah (1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 50.0%,4,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AKPI,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Undervalued (Murah),3.7673404,0.16919148,535.0,508,490,545,1.9047619047619049,115300,Normal,68,Positif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Naik 2 Hari Beruntun,TP: 556 | CL: 520,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 50.0%,6,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AKRA,Token Mati (Perlu Update),Big Cap (Lapis 1),Fair Value (Wajar),10.095141,2.1238527,1390.0,1400,1350,1455,-0.3584229390681003,3397700,Normal,51,Negatif,Downtrend,Golden Cross,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Normal,Dekat Support (Low Risk),> 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Ritel Aktif (5M - 50M),Sepi (< 50%),Distribution (Fase Jualan),Normal,Normal,Turun 3 Hari Beruntun,TP: 1443 | CL: 1354,Open = High (Tekanan Jual),Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 23.6%,2,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AKSI,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Undervalued (Murah),9.81547,1.1278839,250.0,236,218,280,0.0,552300,Normal,66,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Normal,Sedang,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Sideways / Stagnan,TP: 279 | CL: 230,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),5,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,ALDO,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),27.869345,2.2616346,930.0,899,800,1035,-1.0638297872340423,3200,Normal,61,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Turun 2 Hari Beruntun,TP: 1012 | CL: 875,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 38.2%,4,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,ALKA,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),113.417564,9.32682,4300.0,3628,2070,5025,-6.11353711790393,6700,Normal,80,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Gap Down (-6.1%),Tidak Ada Transaksi,Normal,Tinggi,Doji (Ragu-ragu),Rawan Pucuk (High Risk),< 1 Miliar,Persis di VWAP,Netral,Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Solid (Jarang Dibanting),Normal,Turun 1 Hari Beruntun,TP: 4666 | CL: 4055,Normal,Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),3,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AMAG,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),8.695652,0.9027945,390.0,389,376,390,0.5154639175257731,5200,Normal,53,Positif,Uptrend,Bullish,Strong Bullish,Awal Reversal (5>20),Normal,Distribusi (Turun),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Marubozu (Strong Bullish),Area Tengah,< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Accumulation (Kumpul Barang),Solid (Jarang Dibanting),Normal,Naik 1 Hari Beruntun,TP: 395 | CL: 386,Open = Low (Bullish Kuat),Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Supply Kering (Siap Pump) 🏜️,Golden Rebound Fibo 23.6% 🎯,6,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AMFG,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),12.804245,0.30211645,3330.0,3332,3260,3400,0.0,300,Normal,61,Negatif,Downtrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Netral,Normal,Tidak Ada Transaksi,Squeeze,Rendah,Doji (Ragu-ragu),Dekat Support (Low Risk),< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Distribution (Fase Jualan),Solid (Jarang Dibanting),Normal,Sideways / Stagnan,TP: 3372 | CL: 3301,Normal,Menengah (1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Supply Kering (Siap Pump) 🏜️,Mendekati Fibo 23.6%,1,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AMIN,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Fair Value (Wajar),0.0,1.3054115,238.0,243,230,300,0.0,42400,Normal,43,Negatif,Downtrend,Bearish,Strong Bearish,Konsolidasi / Transisi,Normal,Akumulasi (Naik),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Doji (Ragu-ragu),Area Tengah,< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Distribution (Fase Jualan),Spesialis Tiang Jemuran (Banting Pucuk),Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 257 | CL: 224,Normal,Sangat Menarik (> 1:3),Oversold (Jenuh Jual - Peluang),Netral / Sepi Berita,Normal / Sedang Transisi,Golden Rebound Fibo 78.6% 🎯,2,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,AMRT,Token Mati (Perlu Update),Big Cap (Lapis 1),Overvalued (Mahal),15.348837,3.0471265,1315.0,1375,1305,1455,0.7662835249042145,9187500,Normal,43,Positif,Downtrend,Bearish,Strong Bearish,Strong Downtrend (5<20<50),Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Bottom Rebound,Sedang,Normal,Dekat Support (Low Risk),> 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Sultan (> 50M/hari),Sepi (< 50%),Mark-Down (Fase Runtuh),Normal,Normal,Naik 1 Hari Beruntun,TP: 1385 | CL: 1268,Open = Low (Bullish Kuat),Sangat Menarik (> 1:3),Oversold (Jenuh Jual - Peluang),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 61.8% (Golden Ratio),1,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,ANJT,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),0.0,1.2622089,1600.0,1546,1465,1645,0.0,122000,Tembus MA20,63,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Normal,Sedang,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 1673 | CL: 1551,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),6,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,ANTM,Token Mati (Perlu Update),Big Cap (Lapis 1),Fair Value (Wajar),8.318254,1.9859066,3080.0,3106,2920,3290,1.65016501650165,28281700,Normal,52,Positif,Downtrend,Death Cross,Bearish MACD,Konsolidasi / Transisi,Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Normal,Area Tengah,> 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Sultan (> 50M/hari),Sepi (< 50%),Distribution (Fase Jualan),Normal,Normal,Naik 1 Hari Beruntun,TP: 3218 | CL: 2987,Open = Low (Bullish Kuat),Menengah (1:1),Golden Cross (Awal Bullish),Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 23.6%,2,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,APEX,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),6.8563595,10000.0,200.0,183,165,218,-0.99009900990099,3319600,Normal,69,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Normal,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Ritel Aktif (5M - 50M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Turun 1 Hari Beruntun,TP: 215 | CL: 189,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,5,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,APIC,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),56.689342,1.8148688,500.0,545,480,660,-1.96078431372549,113400,Normal,35,Negatif,Downtrend,Bearish,Strong Bearish,Strong Downtrend (5<20<50),Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Area Tengah,< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Down (Fase Runtuh),Normal,Normal,Turun 2 Hari Beruntun,TP: 549 | CL: 466,Normal,Sangat Menarik (> 1:3),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),0,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,APII,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Undervalued (Murah),10.222554,0.5082767,192.0,190,184,199,0.0,37900,Normal,58,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Doji (Ragu-ragu),Area Tengah,< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 197 | CL: 188,Normal,Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Supply Kering (Siap Pump) 🏜️,Golden Rebound Fibo 23.6% 🎯,5,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,APLI,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),26.143791,1.2998649,280.0,265,248,320,0.0,37500,Normal,70,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Normal,Sedang,Doji (Ragu-ragu),Rawan Pucuk (High Risk),< 1 Miliar,Di Atas VWAP (Kuat),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Sideways / Stagnan,TP: 303 | CL: 264,Normal,Menengah (1:1),Golden Cross (Awal Bullish),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 50.0%,5,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,APLN,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),7.5977654,0.26329494,136.0,134,123,163,0.0,4384200,Normal,54,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Sideways / Stagnan,TP: 148 | CL: 127,Open = High (Tekanan Jual),Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 50.0%,4,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
10:22,ARGO,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),143.46765,23.378433,1175.0,1161,1075,1255,0.4273504273504274,206700,Normal,64,Positif,Uptrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Naik 1 Hari Beruntun,TP: 1233 | CL: 1136,Open = Low (Bullish Kuat),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,4,WAIT & SEE,HOLD / NEUTRAL,0.0,Kondisi pasar normal,TIDAK ADA,2026-09-03 10:22:40,Biasa / Mengikuti Pasar
